Date,Shift,Felt Temp,Temp,Weather,CC,Wind,Ground,Visibility,NV,rain,evaporation,mud
2000-02-13,Day,Freezing (2),-5 C⁰,Broken clouds,75%,Calmˢ from SW,"Very deep snow, frozen deep",—,X,0.34,0,-0.0
2000-02-13,Evening,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",5 hexes (-2),—,1.13,0,-0.0
2000-02-14,Night,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",5 hexes (-2),—,0.0,0,-0.0
2000-02-14,Morning,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˢ from SW,"Very deep snow, frozen deep",—,X,0.36,0,-0.0
2000-02-14,Day,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˢ from NW,"Very deep snow, frozen deep",—,X,0.98,0,-0.0
2000-02-14,Evening,Freezing (2),-10 C⁰,Passing clouds,25%,Calmˢ from NW,"Very deep snow, frozen deep",10 (-1)  |  5 (-2),—,0.0,0,-0.0
2000-02-15,Night,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˢ from SW,"Very deep snow, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,-0.0
2000-02-15,Morning,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-15,Day,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from S,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-15,Evening,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",5 hexes (-2),—,0.0,0,-0.0
2000-02-16,Night,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",5 hexes (-2),—,0.0,0,-0.0
2000-02-16,Morning,Freezing (2),-5 C⁰,Overcast,100%,Light Breezeˡ from S,"Very deep snow, frozen deep",—,X,1.05,0,-0.0
2000-02-16,Day,Freezing (2),-5 C⁰,Light snow,100%,Light Breezeˡ from S,"Very deep snow, frozen deep",4 km,X,2.5,0,-0.0
2000-02-16,Evening,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",5 hexes (-2),—,0.22,0,-0.0
2000-02-17,Night,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",5 hexes (-2),—,0.0,0,-0.0
2000-02-17,Morning,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-17,Day,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-17,Evening,Freezing (2),-10 C⁰,Passing clouds,25%,Calmˢ from SW,"Very deep snow, frozen deep",10 (-1)  |  5 (-2),—,0.0,0,-0.0
2000-02-18,Night,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",5 hexes (-2),—,0.0,0,-0.0
2000-02-18,Morning,Freezing (2),-10 C⁰,Light snow,100%,Calmˢ from NW,"Very deep snow, frozen deep",5 km,X,0.0,0,-0.0
2000-02-18,Day,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˢ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-18,Evening,Freezing (2),-10 C⁰,Scattered clouds,50%,Calmˡ,"Very deep snow, frozen deep",10 (-1)  |  15 (-1),—,0.0,0,-0.0
2000-02-19,Night,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˡ,"Very deep snow, frozen deep",10 (-1)  |  15 (-1),—,0.0,0,-0.0
2000-02-19,Morning,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˡ,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-19,Day,Freezing (2),-10 C⁰,Overcast,100%,Calmˡ,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-19,Evening,Freezing (2),-10 C⁰,Overcast,100%,Calmˡ,"Very deep snow, frozen deep",10 hexes (-1),—,0.0,0,-0.0
2000-02-20,Night,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˡ,"Very deep snow, frozen deep",10 (-1)  |  15 (-1),—,0.0,0,-0.0
2000-02-20,Morning,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-20,Day,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˢ from N,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-20,Evening,Freezing (2),-10 C⁰,Clear,0%,Calmˢ from N,"Very deep snow, frozen deep",15 hexes (-1),—,0.0,0,-0.0
2000-02-21,Night,Freezing (2),-15 C⁰,Scattered clouds,50%,Calmˢ from NW,"Very deep snow, frozen deep",10 (-1)  |  15 (-1),—,0.0,0,-0.0
2000-02-21,Morning,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-21,Day,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˢ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-21,Evening,Freezing (2),-10 C⁰,Passing clouds,25%,Calmˢ from NW,"Very deep snow, frozen deep",10 (-1)  |  5 (-2),—,0.0,0,-0.0
2000-02-22,Night,Freezing (2),-15 C⁰,Passing clouds,25%,Calmˡ,"Very deep snow, frozen deep",10 (-1)  |  5 (-2),—,0.0,0,-0.0
2000-02-22,Morning,Freezing (2),-10 C⁰,Scattered clouds,50%,Calmˡ,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-22,Day,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˢ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-22,Evening,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˡ,"Very deep snow, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,-0.0
2000-02-23,Night,Freezing (2),-10 C⁰,Overcast,100%,Calmˡ,"Very deep snow, frozen deep",5 hexes (-2),—,0.0,0,-0.0
2000-02-23,Morning,Freezing (2),-10 C⁰,Overcast,100%,Calmˡ,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-23,Day,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˡ,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-23,Evening,Freezing (2),-15 C⁰,Clear,0%,Calmˡ,"Very deep snow, frozen deep",10 hexes (-1),—,0.0,0,-0.0
2000-02-24,Night,Freezing (2),-15 C⁰,Clear,0%,Calmˢ from SW,"Very deep snow, frozen deep",10 hexes (-1),—,0.0,0,-0.0
2000-02-24,Morning,Freezing (2),-10 C⁰,Passing clouds,25%,Calmˢ from S,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-24,Day,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from S,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-24,Evening,Freezing (2),-10 C⁰,Light snow,100%,Light Breezeˡ from SW,"Very deep snow, frozen deep",3 hexes (-3),4 km,0.2,0,-0.0
2000-02-25,Night,Freezing (2),-10 C⁰,Overcast,100%,Light Breezeˡ from NW,"Very deep snow, frozen deep",5 hexes (-2),—,0.0,0,-0.0
2000-02-25,Morning,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-25,Day,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-25,Evening,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˢ from NW,"Very deep snow, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,-0.0
2000-02-26,Night,Freezing (2),-10 C⁰,Broken clouds,75%,Light Breezeˡ from NW,"Very deep snow, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,-0.0
2000-02-26,Morning,Freezing (2),-5 C⁰,Broken clouds,75%,Light Breezeˡ from NW,"Very deep snow, frozen deep",—,X,0.22999999,0,-0.0
2000-02-26,Day,Freezing (2),-5 C⁰,Broken clouds,75%,Light Breezeˡ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-26,Evening,Freezing (2),-5 C⁰,Broken clouds,75%,Calmˢ from NW,"Very deep snow, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,-0.0
2000-02-27,Night,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from NW,"Very deep snow, frozen deep",5 hexes (-2),—,0.0,0,-0.0
2000-02-27,Morning,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from NW,"Very deep snow, frozen deep",—,X,0.12,0,-0.0
2000-02-27,Day,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-27,Evening,Freezing (2),-5 C⁰,Scattered clouds,50%,Calmˢ from S,"Very deep snow, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,-0.0
2000-02-28,Night,Freezing (2),-10 C⁰,Clear,0%,Light Breezeˡ from S,"Very deep snow, frozen deep",10 hexes (-1),—,0.0,0,-0.0
2000-02-28,Morning,Freezing (2),-5 C⁰,Clear,0%,Light Breezeˡ from S,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-28,Day,Freezing (2),0 C⁰,Passing clouds,25%,Light Breezeˡ from S,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-28,Evening,Freezing (2),-5 C⁰,Passing clouds,25%,Light Breezeˡ from SW,"Very deep snow, frozen deep",5 (-2)  |  3 (-3),—,0.0,0,-0.0
2000-02-29,Night,Freezing (2),-5 C⁰,Scattered clouds,50%,Light Breezeˡ from SW,"Very deep snow, frozen deep",3 (-3)  |  5 (-2),—,0.0,0,-0.0
2000-02-29,Morning,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-29,Day,Freezing (2),0 C⁰,Overcast,100%,Calmˢ from S,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-02-29,Evening,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from S,"Very deep snow, frozen deep",3 hexes (-3),—,0.0,0,-0.0
2000-03-01,Night,Freezing (2),-5 C⁰,Overcast,100%,Light Breezeˡ from S,"Very deep snow, frozen deep",3 hexes (-3),—,0.0,0,-0.0
2000-03-01,Morning,Freezing (2),-5 C⁰,Overcast,100%,Light Breezeˡ from S,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-01,Day,Freezing (2),0 C⁰,Overcast,100%,Light Breezeˡ from SW,"Very deep snow, frozen deep",—,X,0.65,0,-0.0
2000-03-01,Evening,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",3 hexes (-3),—,0.62,0,-0.0
2000-03-02,Night,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",3 hexes (-3),—,0.0,0,-0.0
2000-03-02,Morning,Freezing (2),-5 C⁰,Overcast,100%,Light Breezeˡ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-02,Day,Freezing (2),-5 C⁰,Scattered clouds,50%,Light Breezeˡ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-02,Evening,Freezing (2),-10 C⁰,Clear,0%,Calmˢ from SW,"Very deep snow, frozen deep",5 hexes (-2),—,0.0,0,-0.0
2000-03-03,Night,Freezing (2),-10 C⁰,Scattered clouds,50%,Calmˢ from SW,"Very deep snow, frozen deep",3 (-3)  |  5 (-2),—,0.0,0,-0.0
2000-03-03,Morning,Freezing (2),-5 C⁰,Overcast,100%,Light Breezeˡ from S,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-03,Day,Freezing (2),-5 C⁰,Light snow,100%,Light Breezeˡ from SW,"Very deep snow, frozen deep",5 km,X,1.28,0,-0.0
2000-03-03,Evening,Freezing (2),-5 C⁰,Overcast,100%,Light Breezeˡ from SW,"Very deep snow, frozen deep",3 hexes (-3),—,1.01,0,-0.0
2000-03-04,Night,Freezing (2),-5 C⁰,Overcast,100%,Light Breezeˡ from SW,"Very deep snow, frozen deep",3 hexes (-3),—,0.0,0,-0.0
2000-03-04,Morning,Freezing (2),-5 C⁰,Broken clouds,75%,Light Breezeˡ from SW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-04,Day,Freezing (2),-5 C⁰,Scattered clouds,50%,Light Breezeˡ from NW,"Very deep snow, frozen deep",—,X,0.15,0,-0.0
2000-03-04,Evening,Freezing (2),-10 C⁰,Passing clouds,25%,Calmˢ from NW,"Very deep snow, frozen deep",5 (-2)  |  3 (-3),—,0.0,0,-0.0
2000-03-05,Night,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",3 hexes (-3),—,0.0,0,-0.0
2000-03-05,Morning,Freezing (2),-10 C⁰,Scattered clouds,50%,Light Breezeˡ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-05,Day,Freezing (2),-10 C⁰,Light snow,75%,Light Breezeˡ from NW,"Very deep snow, frozen deep",5 km,X,0.0,0,-0.0
2000-03-05,Evening,Freezing (2),-10 C⁰,Clear,0%,Calmˢ from NW,"Very deep snow, frozen deep",3 hexes (-3),—,0.0,0,-0.0
2000-03-06,Night,Freezing (2),-15 C⁰,Passing clouds,25%,Calmˢ from SW,"Very deep snow, frozen deep",3 (-3)  |  0 (-3 ⃰),—,0.0,0,-0.0
2000-03-06,Morning,Freezing (2),-10 C⁰,Broken clouds,75%,Light Breezeˡ from SW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-06,Day,Freezing (2),-5 C⁰,Overcast,100%,Light Breezeˡ from SW,"Very deep snow, frozen deep",—,X,0.19,0,-0.0
2000-03-06,Evening,Freezing (2),-5 C⁰,Light snow,100%,Light Breezeˡ from SW,"Very deep snow, frozen deep",0 hex (-3 ⃰),3 km,0.58000004,0,-0.0
2000-03-07,Night,Freezing (2),-5 C⁰,Overcast,100%,Light Breezeˡ from SW,"Very deep snow, frozen deep",0 hex (-3 ⃰),—,0.29,0,-0.0
2000-03-07,Morning,Freezing (2),-5 C⁰,Overcast,100%,Light Breezeˡ from SW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-07,Day,Freezing (2),0 C⁰,Overcast,100%,Light Breezeˡ from SW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-07,Evening,Freezing (2),0 C⁰,Light snow,100%,Light Breezeˡ from SW,"Very deep snow, frozen deep",0 hex (-3 ⃰),5 km,3.44,0,-0.0
2000-03-08,Night,Freezing (2),-5 C⁰,Light snow,100%,Light Breezeˡ from NW,"Very deep snow, frozen deep",0 hex (-3 ⃰),1 km,1.77,0,-0.0
2000-03-08,Morning,Freezing (2),-5 C⁰,Overcast,100%,Light Breezeˡ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-08,Day,Freezing (2),-5 C⁰,Light snow,100%,Calmˢ from SW,"Very deep snow, frozen deep",5 km,X,2.6599998,0,-0.0
2000-03-08,Evening,Freezing (2),0 C⁰,Light snow,100%,Light Breezeˡ from SW,"Very deep snow, frozen deep",0 hex (-3 ⃰),5 km,3.1399999,0,-0.0
2000-03-09,Night,Freezing (2),0 C⁰,Light snow,75%,Light Breezeˡ from NW,"Very deep snow, frozen deep",0 (-3 ⃰)  |  5 (-2),5 km,2.5,0,-0.0
2000-03-09,Morning,Freezing (2),0 C⁰,Light snow,100%,Light Breezeˡ from NW,"Very deep snow, frozen deep",5 km,X,1.13,0,-0.0
2000-03-09,Day,Freezing (2),-5 C⁰,Overcast,100%,Light Breezeˡ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-09,Evening,Freezing (2),-10 C⁰,Overcast,100%,Light Breezeˡ from NW,"Very deep snow, frozen deep",3 hexes (-3),—,0.0,0,-0.0
2000-03-10,Night,Freezing (2),-10 C⁰,Passing clouds,25%,Calmˢ from NW,"Very deep snow, frozen deep",5 (-2)  |  3 (-3),—,0.0,0,-0.0
2000-03-10,Morning,Freezing (2),-10 C⁰,Passing clouds,25%,Light Breezeˡ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-10,Day,Freezing (2),-10 C⁰,Broken clouds,75%,Light Breezeˡ from NW,"Very deep snow, frozen deep",—,X,0.35,0,-0.0
2000-03-10,Evening,Freezing (2),-10 C⁰,Passing clouds,25%,Calmˢ from NW,"Very deep snow, frozen deep",5 (-2)  |  3 (-3),—,0.0,0,-0.0
2000-03-11,Night,Freezing (2),-15 C⁰,Scattered clouds,50%,Calmˢ from SW,"Very deep snow, frozen deep",3 (-3)  |  5 (-2),—,0.0,0,-0.0
2000-03-11,Morning,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from S,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-11,Day,Freezing (2),-10 C⁰,Snow,100%,Light Breezeˡ from SE,"Very deep snow, frozen deep",85 hexes,X,0.0,0,-0.0
2000-03-11,Evening,Freezing (2),-10 C⁰,Light snow,100%,Calmˢ from NE,"Very deep snow, frozen deep",0 hex (-3 ⃰),5 km,0.0,0,-0.0
2000-03-12,Night,Freezing (2),-15 C⁰,Passing clouds,25%,Calmˢ from SE,"Very deep snow, frozen deep",5 (-2)  |  3 (-3),—,0.0,0,-0.0
2000-03-12,Morning,Freezing (2),-10 C⁰,Passing clouds,25%,Calmˢ from N,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-12,Day,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˢ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-12,Evening,Freezing (2),-15 C⁰,Clear,0%,Calmˢ from SW,"Very deep snow, frozen deep",5 hexes (-2),—,0.0,0,-0.0
2000-03-13,Night,Freezing (2),-15 C⁰,Passing clouds,25%,Calmˢ from S,"Very deep snow, frozen deep",5 (-2)  |  3 (-3),—,0.0,0,-0.0
2000-03-13,Morning,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˢ from SW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-13,Day,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-13,Evening,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",5 hexes (-2),—,0.0,0,-0.0
2000-03-14,Night,Freezing (2),-5 C⁰,Scattered clouds,50%,Calmˢ from SW,"Very deep snow, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,-0.0
2000-03-14,Morning,Freezing (2),-5 C⁰,Broken clouds,75%,Calmˢ from S,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-14,Day,Freezing (2),0 C⁰,Light snow,100%,Light Breezeˡ from SW,"Very deep snow, frozen deep",5 km,X,0.64,0,-0.0
2000-03-14,Evening,Freezing (2),-5 C⁰,Light snow,100%,Light Breezeˡ from SW,"Very deep snow, frozen deep",3 hexes (-3),4 km,1.8299999,0,-0.0
2000-03-15,Night,Freezing (2),-5 C⁰,Light snow,100%,Light Breezeˡ from NW,"Very deep snow, frozen deep",3 hexes (-3),5 km,4.8900003,0,-0.0
2000-03-15,Morning,Freezing (2),-10 C⁰,Broken clouds,75%,Light Breezeˡ from NW,"Very deep snow, frozen deep",—,X,0.53,0,-0.0
2000-03-15,Day,Freezing (2),-10 C⁰,Light snow,75%,Light Breezeˡ from NW,"Very deep snow, frozen deep",3 km,X,1.74,0,-0.0
2000-03-15,Evening,Freezing (2),-10 C⁰,Broken clouds,75%,Light Breezeˡ from NW,"Very deep snow, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,-0.0
2000-03-16,Night,Freezing (2),-10 C⁰,Passing clouds,25%,Calmˢ from NW,"Very deep snow, frozen deep",10 (-1)  |  5 (-2),—,0.0,0,-0.0
2000-03-16,Morning,Freezing (2),-10 C⁰,Passing clouds,25%,Calmˢ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-16,Day,Freezing (2),-10 C⁰,Scattered clouds,50%,Light Breezeˡ from NW,"Very deep snow, frozen deep",—,X,0.24,0,-0.0
2000-03-16,Evening,Freezing (2),-10 C⁰,Passing clouds,25%,Calmˢ from NW,"Very deep snow, frozen deep",10 (-1)  |  5 (-2),—,0.0,0,-0.0
2000-03-17,Night,Freezing (2),-10 C⁰,Scattered clouds,50%,Calmˢ from NW,"Very deep snow, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,-0.0
2000-03-17,Morning,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˢ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-17,Day,Freezing (2),-10 C⁰,Light snow,100%,Light Breezeˡ from NW,"Very deep snow, frozen deep",5 km,X,0.0,0,-0.0
2000-03-17,Evening,Freezing (2),-10 C⁰,Light snow,100%,Calmˢ from NW,"Very deep snow, frozen deep",3 hexes (-3),5 km,0.0,0,-0.0
2000-03-18,Night,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˢ from NE,"Very deep snow, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,-0.0
2000-03-18,Morning,Freezing (2),-10 C⁰,Broken clouds,75%,Calmˢ from N,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-18,Day,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from N,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-18,Evening,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from NW,"Very deep snow, frozen deep",5 hexes (-2),—,0.0,0,-0.0
2000-03-19,Night,Freezing (2),-10 C⁰,Overcast,100%,Calmˢ from NW,"Very deep snow, frozen deep",5 hexes (-2),—,0.0,0,-0.0
2000-03-19,Morning,Freezing (2),-10 C⁰,Light snow,100%,Calmˢ from NE,"Very deep snow, frozen deep",5 km,X,0.0,0,-0.0
2000-03-19,Day,Freezing (2),-10 C⁰,Scattered clouds,50%,Calmˢ from N,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-19,Evening,Freezing (2),-10 C⁰,Passing clouds,25%,Calmˢ from SW,"Very deep snow, frozen deep",15 (-1)  |  10 (-1),—,0.0,0,-0.0
2000-03-20,Night,Freezing (2),-10 C⁰,Clear,0%,Calmˢ from N,"Very deep snow, frozen deep",15 hexes (-1),—,0.0,0,-0.0
2000-03-20,Morning,Freezing (2),-10 C⁰,Scattered clouds,50%,Calmˢ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-20,Day,Freezing (2),-5 C⁰,Broken clouds,75%,Calmˢ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-20,Evening,Freezing (2),-10 C⁰,Overcast,100%,Calmˡ,"Very deep snow, frozen deep",10 hexes (-1),—,0.0,0,-0.0
2000-03-21,Night,Freezing (2),-10 C⁰,Overcast,100%,Calmˡ,"Very deep snow, frozen deep",10 hexes (-1),—,0.0,0,-0.0
2000-03-21,Morning,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from S,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-21,Day,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-21,Evening,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from NW,"Very deep snow, frozen deep",10 hexes (-1),—,0.0,0,-0.0
2000-03-22,Night,Freezing (2),-5 C⁰,Broken clouds,75%,Calmˢ from SW,"Very deep snow, frozen deep",10 (-1)  |  15 (-1),—,0.0,0,-0.0
2000-03-22,Morning,Freezing (2),-5 C⁰,Broken clouds,75%,Calmˢ from SW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-22,Day,Chilly (1),0 C⁰,Broken clouds,75%,Calmˢ from SW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-22,Evening,Freezing (2),-5 C⁰,Broken clouds,75%,Calmˢ from SW,"Very deep snow, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,-0.0
2000-03-23,Night,Freezing (2),-5 C⁰,Broken clouds,75%,Calmˢ from SW,"Very deep snow, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,-0.0
2000-03-23,Morning,Freezing (2),-5 C⁰,Broken clouds,75%,Calmˢ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-23,Day,Freezing (2),0 C⁰,Broken clouds,75%,Calmˢ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-23,Evening,Freezing (2),-5 C⁰,Passing clouds,25%,Calmˢ from NW,"Very deep snow, frozen deep",10 (-1)  |  5 (-2),—,0.0,0,-0.0
2000-03-24,Night,Freezing (2),-10 C⁰,Clear,0%,Calmˢ from NW,"Very deep snow, frozen deep",10 hexes (-1),—,0.0,0,-0.0
2000-03-24,Morning,Freezing (2),-5 C⁰,Passing clouds,25%,Calmˢ from N,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-24,Day,Freezing (2),-5 C⁰,Passing clouds,25%,Calmˢ from S,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-24,Evening,Freezing (2),-10 C⁰,Clear,0%,Calmˢ from S,"Very deep snow, frozen deep",10 hexes (-1),—,0.0,0,-0.0
2000-03-25,Night,Freezing (2),-15 C⁰,Scattered clouds,50%,Calmˢ from NE,"Very deep snow, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,-0.0
2000-03-25,Morning,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-25,Day,Freezing (2),0 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-25,Evening,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from S,"Very deep snow, frozen deep",5 hexes (-2),—,0.57,0,-0.0
2000-03-26,Night,Freezing (2),-5 C⁰,Light snow,100%,Calmˢ from SW,"Very deep snow, frozen deep",3 hexes (-3),5 km,1.48,0,-0.0
2000-03-26,Morning,Freezing (2),0 C⁰,Overcast,100%,Calmˢ from NW,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-26,Day,Chilly (1),0 C⁰,Overcast,100%,Calmˡ,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-26,Evening,Freezing (2),-5 C⁰,Scattered clouds,50%,Calmˢ from SE,"Very deep snow, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,-0.0
2000-03-27,Night,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, frozen deep",5 hexes (-2),—,0.0,0,-0.0
2000-03-27,Morning,Freezing (2),0 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, frozen deep",—,X,0.14,0,-0.0
2000-03-27,Day,Chilly (1),0 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, frozen deep",—,X,0.22,0,-0.0
2000-03-27,Evening,Freezing (2),0 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, frozen deep",5 hexes (-2),—,0.41,0,-0.0
2000-03-28,Night,Freezing (2),0 C⁰,Light snow,100%,Calmˢ from NE,"Very deep snow, frozen deep",3 hexes (-3),4 km,1.78,0,-0.0
2000-03-28,Morning,Freezing (2),0 C⁰,Light snow,100%,Calmˢ from NE,"Very deep snow, frozen deep",4 km,X,2.62,0,-0.0
